,Player_Name,Height,Weight,Age,Preferred_foot,overall_score,potential_score,Ball_Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping,Weekly_Wage,Market_Value
1040,Moi Gómez,176,71,26,Right,77,78,78.5,49.67,65.8,77.33,67.43,67.5,9.8,31000,12500000
1041,Yunis Abdelhamid,190,83,33,Left,77,77,69.5,78,68.6,58,55.57,42,12,24500,7000000
1042,Denis Cheryshev,179,74,29,Left,77,77,75.5,53.33,69.4,78.33,74.71,70.62,10.4,35000,10500000
1043,Isaac Hayden,185,79,25,Right,77,80,73.5,76.33,75.6,63,66.43,51.62,10.4,35000,12500000
1044,Jetro Willems,177,82,26,Left,77,78,78,73.33,71.8,76.33,75.71,65.38,11.2,26000,11500000
1045,Stefan Ristovski,180,72,28,Right,77,77,72.5,74,74,70.67,81.71,57.25,8.2,13500,9500000
1046,Alberto Moreno,171,65,28,Left,77,77,78,72.67,73.2,72,80.43,59.25,10.8,28500,10000000
1047,Daniele Baselli,182,70,28,Right,77,77,81.5,65,70.2,78,69.71,72.62,9.8,44000,10500000
1048,Matija Nastasić,188,83,27,Left,77,79,53,79.67,68.6,62,70.14,49.62,13.2,26000,11000000
1049,Okay Yokuşlu,190,79,26,Right,77,82,74.5,73,74,72,71.57,70.5,11.6,22000,14000000
1050,Paulo Gazzaniga,196,90,28,Right,77,80,26,19.33,38.4,42,60.43,26.38,79.4,60000,9500000
1051,Charlie Taylor,180,70,27,Left,77,78,75,76,72.4,73,72.57,57.75,10.8,47000,11500000
1052,Raúl Ruidíaz,169,66,30,Right,77,77,75,26.33,64.6,63.33,77.86,73.25,10.6,11000,10500000
1053,Bouna Sarr,177,65,28,Right,77,77,76,71.67,76,75.67,77,65.62,11.6,36000,9500000
1054,Hendrik Van Crombrugge,188,88,27,Left,77,79,32.5,17,37.2,34.33,46.43,20.38,77,17500,9500000
1055,Roque Mesa,171,74,31,Right,77,77,77,76.33,80,75.67,73.29,51.25,10,26500,8500000
1056,Konstantinos Fortounis,180,76,27,Right,77,78,81,39.33,65.4,76,71.14,74.38,14.2,18500,12000000
1057,Zé Luís,184,80,29,Left,77,77,77,26.33,66.2,51.33,78.57,72,11.8,16000,10500000
1058,Jamaal Lascelles,188,89,26,Right,77,81,57,77.33,66.4,56,66.29,33.25,11.4,36000,13000000
1059,Davy Klaassen,179,70,27,Right,77,78,77,67.67,76.8,71.67,68.86,70.12,11.4,28500,12000000
1060,Leonardo Bittencourt,170,62,26,Right,77,78,82.5,57.33,68.6,74,72.71,66.12,12.4,28500,12500000
1061,Jannik Vestergaard,199,96,28,Right,77,78,51,76.33,70.2,62,47.43,53.5,12.6,47000,10500000
1062,Simone Zaza,186,84,29,Left,77,77,76,48.67,69.6,56,75.86,74.75,9,47000,10500000
1063,Sergi Darder,180,71,26,Right,77,79,78,67.67,74,75.67,55.29,67,8.6,10500,13000000
1064,Aleix Vidal,177,70,31,Right,77,77,79,73,74.4,73,76,60.62,9.4,26500,10000000
1065,Federico Fernández,190,83,31,Right,77,77,52,78.33,68.4,53.33,58.71,40,12.6,36000,7000000
1066,Jonathan Schmid,180,80,30,Right,77,77,76.5,69.67,73.4,73.33,76.29,69.25,9.4,23500,9000000
1067,Layvin Kurzawa,182,74,28,Left,77,77,78,74.67,74.8,73.33,73.43,63.25,11,60000,10000000
1068,Gastón Ramírez,183,78,29,Left,77,77,80.5,38,65,77,61,73.12,10.2,22000,10500000
1069,Jeison Murillo,182,78,28,Right,77,79,60.5,76,72,63,75.71,44.62,12,20000,10500000
1070,Vladimír Darida,172,67,30,Right,77,77,79.5,70.33,70.2,74,71.86,70.75,14.8,45000,10500000
1071,George Baldock,175,67,27,Right,77,78,73.5,73.67,69.2,67.33,77.29,45.5,11.4,33000,11000000
1072,Pedro Mendes,186,78,30,Right,77,77,62.5,78.67,66.4,53,69.14,44.75,9.8,31000,9000000
1073,Timo Horn,192,90,27,Left,77,80,21,13,36.4,26,48.57,18.88,73.6,21000,10500000
1074,Sebastian Rode,180,71,29,Right,77,77,73.5,76.33,77.2,73,71.57,59.75,9.8,27000,9000000
1075,Magomed Ozdoev,184,78,27,Right,77,78,76.5,74,73,73,74.43,61.5,13.2,,
1076,Lars Unnerstall,198,103,30,Right,77,78,17.5,14.33,40.4,20,39.86,18.12,75.8,14500,8000000
1077,Sergi Gómez,185,80,28,Right,77,78,63.5,78.33,68.6,65.33,65.86,46.75,12,25500,10000000
1078,Danilo D'Ambrosio,180,75,32,Right,77,77,70,78.67,75.2,70.33,70.57,60.88,12.4,70000,7500000
1079,Cláudio Ramos,183,78,28,Right,77,80,18,17,35.4,19.33,60.71,18.88,74.6,11000,9500000
1080,Germán,187,82,33,Right,77,77,60.5,77.67,65,61,61.14,40.75,9.2,24500,5000000
1081,Benjamin Stambouli,180,82,30,Right,77,77,71.5,79,75.2,67,65,53,12.4,27000,9000000
1082,Florian Lejeune,189,89,29,Right,77,78,67.5,76.33,71.4,65.33,60.29,54.88,12,38000,9500000
1083,Dedryck Boyata,188,84,29,Right,77,77,55.5,78.33,65,59.67,74.86,34.5,10.6,41000,9000000
1084,Jordan Ayew,182,81,29,Right,77,77,79.5,41,66.2,68.33,75.43,74.25,9,60000,11000000
1085,Daniel Caligiuri,182,80,32,Right,77,77,75.5,70.67,74,75.33,71.86,73.75,11,28500,8500000
1086,Simone Verdi,174,65,28,Left,77,77,82,52.33,62.8,77.33,70.43,72.88,10.6,46000,11500000
1087,Giovanni Moreno,192,83,34,Left,77,77,77.5,57.67,70.6,73,76.86,77.5,12.4,16000,5000000
1088,José Pedro Fuenzalida,170,67,35,Right,77,77,78.5,63,68.6,72,81.86,63.12,11.6,15500,4300000
1089,Fransérgio,187,82,29,Right,77,77,75,69.33,77.4,75.33,64.71,74.12,6.8,16500,10500000
1090,Andros Townsend,178,73,29,Left,77,77,80,36.67,66.2,72.67,70.14,73.25,11.8,55000,10500000
1091,Sergi Enrich,181,77,30,Right,77,77,76,36,69.6,70,67.29,69.62,8.8,30000,10500000
1092,Andriy Yarmolenko,190,83,30,Left,77,77,83,34,72.8,76.67,61,78.62,7.8,40000,10000000
1093,Ishak Belfodil,192,86,28,Right,77,77,81,28,66.2,66.33,68,73.38,10.4,39000,11000000
1094,Montoya,175,73,29,Right,77,77,72.5,74,70.6,73.67,74.71,63.25,10.6,23000,9500000
1095,Rafał Gikiewicz,190,81,32,Right,77,77,18.5,13.33,30.4,20.67,39.86,22.25,73.8,21000,5000000
1096,Xavier Chavalerin,178,66,29,Left,77,77,73.5,70.33,70,74.33,67.43,64.75,10.6,25500,9000000
1097,Gary Medel,171,76,33,Right,77,77,65.5,76.67,76.6,64.33,74.57,52.38,8.4,30000,7000000
1098,Víctor Ruiz,185,78,31,Left,77,77,59,80.67,68.6,64.33,59.86,51.12,9.2,22000,7000000
1099,Roberto Soriano,182,76,29,Right,77,77,79.5,66,72.4,77.67,68.29,70.25,12.2,34000,10500000
1100,Roberto Pereyra,182,77,29,Right,77,77,81,61.33,72.6,75.67,70.71,71.88,4.8,19500,10500000
1101,Leandro Cabrera,187,80,29,Left,77,78,58.5,78.33,65.8,67,65.14,43.38,13.4,10000,10000000
1102,Kike García,186,79,30,Right,77,77,76,30,69.4,61,64.29,69.12,10,30000,10500000
1103,Kevin Vogt,194,85,29,Right,77,77,70,76,73,75,66.43,59.75,9.6,33000,9000000
1104,Shane Duffy,193,76,28,Right,77,78,50,76.33,70.6,54,57.71,46.62,11.2,50000,10000000
1105,Johnathan,184,75,30,Right,77,77,76,34.33,61,60.67,81.57,72,12,16000,10500000
1106,Javier Pastore,187,78,31,Right,77,77,80,49,69.4,76.33,55.57,72.75,10.2,48000,8500000
1107,Jóhann Berg Guðmundsson,179,77,29,Left,77,77,77,59.33,71.4,77.33,72.57,73.38,9,55000,10500000
1108,Luigi Sepe,185,75,29,Left,77,77,18,22,35.6,25,46.71,19.88,76,25500,7000000
1109,Juraj Kucka,186,84,33,Right,77,77,76,77.33,78.6,73.33,69.57,73,10.8,33000,6500000
1110,Pascal Groß,181,78,29,Right,77,77,76.5,59.33,71,81,64.29,70.25,13,55000,10500000
1111,Marco Silvestri,191,80,29,Right,77,77,19,14,35.2,18,54.57,20,75,22000,7000000
1112,Sebastián Blanco,168,68,32,Right,77,77,77,29.33,65,74.67,73.57,71.38,10,9700,8500000
1113,Oier,178,72,34,Right,77,77,71,75.33,70.6,73,69.71,58.12,6.8,28500,3600000
1114,Iago Falqué,174,69,30,Left,77,77,81.5,40.67,60.4,76.33,63.29,71.38,10.8,46000,10500000
1115,Mert Günok,196,92,31,Right,77,77,20,15.67,39.8,23.33,57.57,21.12,77.6,27500,5500000
1116,Kevin Strootman,186,80,30,Left,77,77,73.5,72.67,76.8,74.67,60.57,69.75,8.6,34000,9000000
1117,Rafael,172,78,30,Right,77,77,77.5,75,77.2,74.67,77,62,9.4,35000,9500000
1118,Aaron Cresswell,175,66,30,Left,77,77,75,77,70.6,74.67,71.86,63.75,10.2,36000,9000000
1119,Julian Baumgartlinger,184,84,32,Right,77,77,69,76.33,74.4,71.33,67,53.12,11,50000,7000000
1120,Aridane,186,77,31,Right,77,77,52.5,76.67,65.4,53.67,70,45.62,11,28500,7000000
1121,Benjamin Hübner,193,86,31,Left,77,77,60.5,80.33,68.4,55.67,58.29,44.38,11,31000,8500000
1122,Alex McCarthy,193,79,30,Right,77,77,17,12.67,41,26.33,54.14,22.62,74.4,38000,7000000
1123,Sebastian Rudy,180,72,30,Right,77,77,78,74.33,73.2,77.67,68.57,70.12,11.2,28500,10000000
1124,Salomón Rondón,186,85,31,Right,77,77,71,25,66.6,61.67,75.57,73.5,10.4,16000,10500000
1125,John Fleck,169,72,29,Left,77,77,76.5,71.67,75.8,78.33,74.71,68.62,8.2,38000,10500000
1126,Jonjo Shelvey,184,80,28,Right,77,77,75,61.33,73.4,79.67,64.43,72.25,12.8,42000,10500000
1127,Rochina,182,76,29,Left,77,77,82.5,53.67,69.2,75,69.86,73.25,12,26000,10500000
1128,Alan Carvalho,184,72,31,Right,77,77,81,25.67,62,65.67,79.14,74.88,11,16000,10500000
1129,Rafael Tolói,185,75,29,Right,77,77,62,80.33,71.2,59.33,65.14,56,12.6,47000,9000000
1130,Ashley Barnes,186,84,30,Right,77,77,75.5,42.67,72.6,67.67,69.71,72.62,9.4,55000,10500000
1131,Cheikhou Kouyaté,189,83,30,Right,77,77,70.5,77.33,77.2,62.33,72.71,58.38,10.6,47000,9000000
1132,Montoro,181,72,32,Right,77,77,74,74.67,69.4,71,55.14,64.12,12.8,24500,7000000
1133,Matt Ritchie,172,76,31,Left,77,77,76.5,68.33,75.2,77,71.57,70,12.2,40000,10000000
1134,Elías Hernández,171,70,32,Right,77,77,79.5,47,61.6,75,71.71,70.25,10,60000,8500000
1135,Patrick van Aanholt,176,67,30,Left,77,77,76.5,74,71.8,72,81,67.5,9,50000,9500000
1136,Oliver Norwood,175,69,29,Right,77,77,69.5,73,72.2,81.33,63.14,70.88,11.6,38000,10500000
1137,Nikola Kalinić,187,79,32,Right,77,77,74.5,35.33,70.6,60.67,64.29,69.38,9.4,50000,8500000
1138,Joshua King,184,82,28,Right,77,77,78.5,33,67.6,66.67,80.43,72,10.2,18500,11000000
1139,Odion Ighalo,183,73,31,Right,77,77,77.5,41,66.2,63.67,72,71.75,11.4,16000,9000000
1140,Mikel San José,187,79,31,Right,77,77,71,77,76,69.33,57.86,62.88,10,20000,8500000
1141,Luis Montes,166,68,34,Left,77,77,79,55,73.6,74.33,69.57,69.5,9.2,26000,4900000
1142,Romain Alessandrini,173,70,31,Left,77,77,77,47.33,67,71.33,74.71,73.75,11.4,15000,8500000
1143,Chris Basham,190,80,32,Right,77,77,63.5,78,71.6,64,67.86,46.5,9.6,33000,7000000
1144,Angelo Ogbonna,191,86,32,Left,77,77,60.5,78.67,66.4,62,61.86,46.75,4.2,36000,7000000
1145,Fabian Delph,174,78,30,Left,77,77,76.5,74,76,76.33,70,65.25,10,65000,9000000
1146,Max-Alain Gradel,177,70,32,Right,77,77,79.5,35.33,68,69.33,71.14,71.38,10.6,21500,8500000
1147,Roberto Rosales,174,73,31,Right,77,77,74,76.67,74.4,72.33,68.71,61.5,11.6,13500,7500000
1148,Stevan Jovetić,183,79,30,Right,77,77,80,31,62.8,72,64.71,77.75,8,50000,10500000
1149,Adam Lallana,178,73,32,Right,77,77,82.5,61.67,73.2,77.33,65.43,70.62,10.8,55000,8500000
1150,Federico Fazio,195,85,33,Right,77,77,57,80,68.2,56,45.43,43.62,10.8,43000,5000000
1151,Damien Da Silva,184,83,32,Right,77,77,55.5,78.33,68.6,64.33,64,43.88,10.6,40000,7000000
1152,Ralf Fährmann,197,98,32,Right,77,77,19.5,10.67,41.2,21.67,48.86,16.12,71.2,21000,5500000
1153,Adel Taarabt,185,75,31,Right,77,77,85.5,62,75.4,76.67,65.86,67.5,4.8,14500,8500000
1154,Ruud Vormer,178,79,32,Right,77,77,71,73.67,78,78.33,68.14,75.5,9.8,26000,8500000
1155,Javier Hernández,175,73,32,Right,77,77,76,25,65.8,61.67,70.14,70.75,11.6,10500,8500000
1156,Miguel Veloso,180,79,34,Left,77,77,77.5,65.67,71.4,83.33,60.29,74.38,11,28000,4900000
1157,Régis Gurtner,182,82,33,Right,77,77,19,11.67,37.8,23,48.43,17,76.4,5900,3400000
1158,Matheus,175,68,37,Left,77,77,81,32,62,61,71.14,66,10.8,12500,3400000
1159,Claudio Bravo,184,80,37,Right,77,77,27,17.33,43,40.67,59.57,26,77.8,11500,275000
1160,Héctor Moreno,183,80,32,Left,77,77,62,79,70,68.33,63.71,53.62,12,,
1161,Jonathan dos Santos,172,73,30,Right,77,77,78,71.67,73.6,79.67,71.43,67,11.8,9700,10000000
1162,Jack Cork,183,75,31,Right,77,77,71,75,73.8,74,62.86,63.88,10.4,47000,7500000
1163,Gary Cahill,193,88,34,Right,77,77,57.5,78.67,71,49.33,53.14,55,8.6,47000,3400000
1164,Jonathan Orozco,184,81,34,Right,77,77,34,24.33,45.2,48,63.57,23.88,77,17000,1800000
1165,Borja Valero,175,73,35,Right,77,77,84,64.33,68.6,83.33,54.29,70.62,6.8,36000,4300000
1166,Alaixys Romao,180,74,36,Right,77,77,70,76.33,74.6,69,65.86,55.25,9.8,7100,2100000
1167,Lucas Biglia,178,63,34,Right,77,77,78,76,72,78.33,58.57,69.12,10.4,15000,3600000
1168,Ryan Babel,185,85,33,Right,77,77,79.5,33.67,64.2,70.33,79.57,72.38,12.4,65000,6500000
1169,Robert Snodgrass,182,82,33,Left,77,77,78.5,46.33,71.6,77.67,64.86,72.12,11.8,40000,8500000
1170,Yuriy Zhirkov,180,75,37,Left,77,77,77.5,77,76.4,75.67,70,70.38,8.6,,
1171,Hilton,180,78,43,Right,77,77,68,79.67,71.2,68.33,52,56.75,11,19500,725000
1172,Ashley Young,175,65,35,Right,77,77,77.5,74,76.6,72.33,67.14,69.75,14.4,80000,4900000
1173,Iván Cuéllar,187,76,36,Left,77,77,13.5,15.33,37.8,28.67,52.14,23.25,76,7100,275000
1174,Rune Almenning Jarstein,190,86,36,Right,77,77,21,12,37.6,26,48.14,19.12,76.2,20500,1200000
1175,Wayne Rooney,176,83,34,Right,77,77,78,50.67,77,78.67,63,80.75,9.8,31000,4900000
1176,Ansu Fati,178,66,17,Right,76,90,78,27.67,55.6,70,75.71,64,8,23500,17000000
1177,Leonardo Fernández,166,65,21,Left,76,85,77.5,43.67,60,71.33,69,69,11,31000,17000000
1178,Jhon Monsario,186,83,35,Right,76,76,40.5,73.67,66,54,51.71,45.5,11.2,,
1179,Alan Zamorado,182,78,39,Left,76,76,79.5,27,63,79.67,64.29,78.5,8.2,,
1180,Eduardo Camavinga,182,68,17,Left,76,88,77.5,76.33,75,74.33,72.86,62.25,10,5300,17000000
1181,Petr Ševčík,172,66,26,Right,76,79,76.5,65,71.8,74.33,79.71,71,10.8,17500,9500000
1182,Carlos Neva,174,64,24,Left,76,81,69.5,75.33,69,63.67,70,49.62,9.2,19500,10500000
1183,Andrés Daniel Píriz,178,71,32,Right,76,76,77,26.33,61.8,75.33,73.14,68.88,10.8,,
1184,Mohammed Salisu,191,85,21,Left,76,84,55.5,76.33,62.8,56,68.71,42,8.2,32000,15500000
1185,Vitaliy Mykolenko,180,71,21,Left,76,84,56.5,75,60.4,67.67,71.57,40.5,10.8,11500,16000000
1186,Amir Rrahmani,192,83,26,Right,76,80,61.5,80,65.4,57,67,48.38,9.6,47000,9000000
1187,Chiquinho,175,68,25,Right,76,81,79.5,56,67.8,76.33,63.29,68.25,7.2,11500,11500000
1188,Luis Milla,175,67,25,Right,76,81,73.5,72.33,72.6,74.33,76.29,63.5,10.6,21500,10000000
1189,Patson Daka,183,71,21,Right,76,85,75,19.33,59,59.33,83.57,65.88,7.8,22000,17000000
1190,Pedro Gonçalves,173,58,22,Right,76,87,79.5,54,67.8,74,66.71,66.12,11.2,11500,17000000
1191,Kunde Malong,180,79,25,Right,76,81,75,72,73,73,80.29,60.88,9.2,21000,10500000
1192,Boubakary Soumaré,188,82,21,Right,76,85,77,70.33,73.2,70.67,71.29,56.88,9,21000,16000000
1193,Emmanuel Dennis,175,66,22,Right,76,83,77,36.67,60,63,84.43,65,11,23500,15500000
1194,Marin Pongračić,190,95,23,Right,76,85,64.5,76.33,62.8,51.67,71.86,33.75,7.8,31000,15500000
1195,Nacho Vidal,180,75,25,Right,76,79,71.5,72.33,66.6,72.67,70,52.5,8.6,25500,9000000
1196,Merih Demiral,192,85,22,Right,76,85,58,78,64.8,52,70.29,45,10.4,48000,15500000
1197,Nicolò Zaniolo,190,79,21,Left,76,86,78,62.67,72.4,70.67,73.43,66.25,9.6,33000,16500000
1198,Christian Luyindama,191,91,26,Right,76,79,52,74.67,64.8,52.33,71.86,40.75,9.2,50000,8500000
1199,Samuel Kalu,178,79,23,Right,76,81,78,29.67,60.2,69,77.29,63.12,10.4,26000,11500000
1200,Roberto Alvarado,176,70,22,Left,76,83,77.5,54.67,63.8,73.67,71.86,67.12,12.4,40000,15000000
1201,Martin Terrier,184,73,23,Right,76,82,76,33,61.6,72,75.57,69.38,8.6,39000,12000000
1202,Robin Koch,191,86,24,Right,76,84,64,77.33,69.4,60.33,70.14,41.12,8.8,65000,15500000
1203,Jean-Philippe Mateta,192,88,23,Right,76,83,73.5,27.33,64,48.33,72.86,65.62,9.4,25500,15000000
1204,Fabricio Bustos,167,66,24,Right,76,81,76,70.33,73.2,72.67,76.43,54.62,10.8,14500,10500000
1205,Darko Brašanac,178,73,28,Right,76,76,75.5,73,75.8,74,63.71,65.25,9.4,30000,7500000
1206,Matías Zaracho,171,65,22,Right,76,84,80.5,65.67,68.8,73.33,79,62.75,9.8,16500,17000000
1207,Edson Álvarez,187,73,22,Right,76,83,68.5,75,70.2,70.67,72.43,55.25,8.2,12500,14500000
1208,Ghislain Konan,176,71,24,Left,76,81,77,70.33,72.6,69,76.29,51.25,7.4,19500,10500000
1209,Diadie Samassékou,176,68,24,Right,76,82,71,74.33,73.8,68,68.57,49.75,9.8,25000,11000000
1210,Florian Müller,192,85,22,Left,76,83,21,14.33,33.4,24,47,17.62,74.4,16000,13000000
1211,Zack Steffen,191,86,25,Right,76,82,23,12.33,37.4,39,55.14,19.75,75.2,65000,9500000
1212,Josip Brekalo,175,70,22,Right,76,83,82.5,36,56,69,69.29,64.12,8.2,35000,15000000
1213,Joakim Mæhle,184,79,23,Right,76,81,72,69.67,71,70.33,84.29,52.38,10,13000,10500000
1214,Diogo Dalot,183,76,21,Right,76,85,76.5,69.67,75,71,77.14,58.75,8,55000,16000000
1215,Aurélio Buta,172,72,23,Right,76,82,75,70.33,69.4,68.67,86.14,55,9.2,16500,11000000
1216,Florentino,184,73,21,Right,76,86,68,76.67,73.4,62.33,66.86,45,11.6,8700,15500000
1217,Luiz Araújo,175,70,24,Left,76,82,81,38.67,60.6,68.67,72.14,64,9.8,28000,12000000
1218,Lucas Paquetá,180,72,23,Left,76,81,82,59.33,74.4,74,75.29,72.12,11.4,30000,11500000
1219,Amath Ndiaye,173,63,24,Right,76,82,79.5,42.67,66.6,65.33,79.86,66.38,8.8,23000,12000000
1220,Xaver Schlager,174,76,23,Left,76,83,76,65.33,76,69,71.14,63,8.2,35000,15000000
1221,Tyler Adams,175,72,21,Right,76,85,70.5,73,73.4,67,78.29,48.5,9.2,28500,16000000
1222,Fikayo Tomori,185,78,22,Right,76,85,65,76,66.6,63.67,74.57,41.38,10.2,55000,15500000
1223,Daichi Kamada,180,72,24,Right,76,80,82,35.33,62,71.67,71.14,66.88,8.8,23000,11000000
1224,Wesley,191,94,23,Right,76,81,74,29,69.2,66,70.57,69.25,10.6,49000,11500000
1225,Santiago Ascacíbar,168,70,23,Right,76,82,65.5,79.33,68.6,62.67,71.29,47.88,8.8,31000,11000000
1226,Justin Bijlow,188,76,22,Right,76,84,16,13.33,34.2,29,49.57,16.62,75,8700,14500000
1227,Konstantinos Tsimikas,179,68,24,Left,76,81,72,71.33,71,71.33,81,59.62,10.2,55000,10500000
1228,Yusuf Yazıcı,185,74,23,Left,76,81,80,45.67,65.8,76.67,67.29,73,9.4,28000,11500000
1229,Andraž Šporar,186,82,26,Right,76,79,74,14.67,54.8,64.33,74.14,69.62,8.6,14500,10000000
1230,Joris Gnagnon,182,89,23,Right,76,80,64.5,75.33,68.4,61.33,65,45.88,9.2,19500,9500000
1231,Ludovic Blas,180,70,22,Left,76,83,79.5,58.33,69,74.33,70.71,66.75,12.8,22000,15000000
1232,Brian Lozano,167,67,26,Right,76,77,77.5,37,64.2,70.67,78.57,66.12,10.2,25500,9000000
1233,Matheus Reis,183,77,25,Left,76,80,75,73,71.8,66.67,71.71,54,10.2,10000,9500000
1234,Adilson Edrada,176,72,28,Right,76,76,81,30.67,58,65.67,70.57,66.75,12.8,27000,7500000
1235,Simão Acunha,178,71,32,Right,76,76,77,28,61.8,75.33,71.71,68.88,10.8,33000,6000000
1236,Gabrisco Aníbal,182,77,28,Right,76,76,65.5,74.67,74.6,69.67,71.43,61.12,13.4,14000,6500000
1237,Nicolás Filhei,172,69,24,Right,76,76,76,55.67,67,75.67,65.86,66.75,9.8,15000,8500000
1238,Lafortiscinho,178,75,28,Left,76,76,71.5,74.33,68.4,71,74.43,61.25,10.4,21500,7000000
1239,Pierrino Faria,190,82,36,Right,76,76,19,13.33,37.6,26.33,46.14,19.38,73.8,12500,190000
1240,Nelsildo Reis,190,88,20,Right,76,76,20,14.67,42,22.67,55.86,24.38,76,11000,6000000
1241,Fred Aníbão,192,90,28,Right,76,76,14.5,9.67,46.4,14,42.29,16.88,74.6,12500,5500000
1242,Lúcio Corteijo,175,71,32,Right,76,76,63.5,76.33,66.8,70,74.43,48.38,10.8,16000,5000000
1243,Silas Almeim,177,76,28,Left,76,76,66.5,74.33,68.6,74.67,74.14,58.62,12.8,14000,7000000
1244,Edu Expósito,179,67,24,Right,76,83,76.5,63.33,70.2,71.33,56,56.38,9.2,23000,15000000
1245,Jorge,184,70,24,Left,76,80,77.5,74.33,70,73.67,68.43,58.38,9.6,34000,10000000
1246,Gianluca Mancini,190,77,24,Right,76,82,60.5,78,65.8,45,62.57,46.38,9.4,35000,11000000
1247,Jorge Miramón,175,74,31,Right,76,76,69.5,73,65.8,75,73.14,60.62,12.6,21000,5500000
1248,William,171,67,25,Right,76,80,77,71,74,72,72.14,52.88,7.8,35000,9500000
1249,Davide Calabria,176,70,23,Right,76,81,70.5,75.67,68.2,71.33,71,54.25,11.2,27000,10500000
1250,Lucas Martínez Quarta,183,78,24,Right,76,85,72,73.67,74.6,72.33,73.86,60.12,12.4,13500,15500000
1251,Borja Mayoral,182,74,23,Right,76,82,78,31,64.6,68,70.29,70.12,10.2,105000,12000000
1252,Benjamin Henrichs,183,79,23,Right,76,80,75.5,73.67,70.4,71.33,71.57,56.88,11.2,34000,10000000
1253,Matheus Pereira,175,74,24,Left,76,81,78.5,36.33,62.8,71.33,74.57,69,13.2,60000,11500000
1254,Simon Deli,192,86,28,Left,76,77,69,77,69.4,54.33,70,54,9.8,23500,7000000
1255,Nuno Santos,179,73,25,Left,76,79,79,27.33,65.4,72.33,70.86,71.88,10.6,14000,10000000
1256,Maximilian Mittelstädt,180,71,23,Left,76,82,76.5,70.33,69,74,75.57,57,11.2,31000,11000000
1257,Agustín Rossi,193,92,25,Right,76,82,23.5,21.67,38.6,28.33,47.57,24.5,75,10500,9500000
1258,Lucas Tousart,185,83,23,Right,76,81,61.5,77,71,67,70.14,53.38,13.4,31000,10500000
1259,Frédéric Guilbert,178,70,25,Right,76,81,68.5,74.67,71.6,70.33,76.29,50.62,11.6,44000,10000000
1260,Andrei Girotto,186,79,28,Right,76,76,69.5,77.67,70.4,69.67,62.86,62.5,9,24000,6500000
1261,Gonzalo Martínez,172,75,27,Left,76,77,81.5,35,60.6,70,77,67,11,36000,8500000
1262,Aritz Elustondo,180,71,26,Right,76,80,61.5,77,67.4,62.67,67.14,43.75,10.4,24000,9000000
1263,Maximilian Eggestein,181,75,23,Right,76,83,79,71.67,71.8,74,72.43,62.38,12.2,23000,15000000
1264,Jesús Gallardo,176,73,26,Left,76,77,75,69.33,66,71,78.29,63.12,9.4,37000,9000000
1265,Ainsley Maitland-Niles,177,70,23,Right,76,84,76.5,69.67,70.2,70.67,73.86,53.88,10.8,50000,16000000
1266,Guido Rodríguez,185,80,25,Right,76,78,66,76.67,72.4,67,60.43,56.25,11.8,19500,8500000
1267,İrfan Can Kahveci,176,67,25,Left,76,81,78,62,70.4,74.33,75.29,66.75,13.4,30000,11500000
1268,David García,185,72,26,Right,76,80,67.5,76,68.4,69,65.29,42.25,9.8,26500,9000000
1269,Habib Diallo,185,75,25,Right,76,80,71.5,15.67,57,48,73.57,66.62,13.6,20000,10500000
1270,Alex Berenguer,175,73,25,Right,76,81,79,65,72,71,72.29,67.75,11.4,37000,11500000
1271,Vallejo,184,79,23,Right,76,82,62,76.33,68.8,61.33,69,42.38,11.4,85000,11000000
1272,Emmanuel Boateng,175,69,24,Right,76,83,72.5,34.67,64,56.33,86.29,66.88,13.4,13500,15000000
1273,Marius Wolf,188,81,25,Right,76,79,77,67,73,70.33,74.71,67.12,11.6,44000,10000000
1274,Yeimar Gómez Andrade,187,92,28,Right,76,78,60,72.67,67,48.67,65,37.75,11.6,8700,7500000
1275,Jonjoe Kenny,176,67,23,Right,76,83,71.5,75,71.8,70.67,71.14,55.62,12.6,50000,14500000
1276,Joachim Andersen,192,90,24,Right,76,82,58,77,65.8,64.67,65.86,49.25,11.6,41000,11000000
1277,Dyego Sousa,190,82,31,Right,76,76,76.5,24,65.4,60,65.43,72.25,10,15000,7500000
1278,Kalvin Phillips,178,72,24,Right,76,82,68.5,74,74.4,72,73.86,62.75,10,65000,11000000
1279,Sergio Herrera,192,82,27,Right,76,78,21,16.67,35.2,21.67,50.43,23.62,75,21500,7000000
1280,Vedat Muriqi,194,86,26,Left,76,79,72.5,23.33,63.6,49,63.86,66.62,10,55000,10000000
1281,Daler Kuzyaev,182,74,27,Right,76,77,78.5,74.67,70.4,74.67,73.14,63.25,11.8,,
1282,Anton Miranchuk,183,72,24,Right,76,83,77,28.67,58.2,73.33,71.14,66,10.6,15000,15000000
1283,Youssouf Koné,174,71,25,Left,76,81,73.5,71.33,71.2,65.67,78.43,48.88,12.2,41000,10500000
1284,Tarek Hamed,169,67,31,Right,76,76,69.5,76,69.8,69.67,69.43,60.62,13.6,,
1285,Ollie Watkins,180,70,24,Right,76,81,73,40.67,58.6,65.33,80,67.38,11.6,49000,11500000
1286,Raúl,187,80,30,Left,76,76,54.5,76.33,70.4,61.33,64,54.25,10.2,13500,6000000
